IDs,charge,status,ilp_seconds,n_atoms,rdkit_parse_ok,error,smiles_ilp
ABATUS,0,ok,0.0765,57,1,,[Ru+2]1(<-n2n([B-](n3n->1c(C(F)(F)F)c([H])c3C(F)(F)F)([H])[H])c(C(F)(F)F)c([H])c2C(F)(F)F)(<-[C-]#[O+])(<-[C-]#[O+])C(=O)C1([H])C([H])([H])C([H])([H])C#CC([H])([H])C([H])([H])C1([H])[H]
ABEGOD,1,ok,0.0403,55,1,,C(C1(C([H])([H])[H])C(C([H])([H])[H])=N2->[Co+3]34(<-N(=C(C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])S3(=O)=O)C([H])([H])C([H])([H])C([H])([H])N->4([H])C([H])([H])C([H])([H])C2([H])[H])S1)([H])([H])[H]
ABICAP,0,ok,0.1049,73,1,,[Rh+]12(<-P(C(C([H])([H])[H])(C([H])([H])[H])[H])(C(C([H])([H])[H])(C([H])([H])[H])[H])C(C([H])([H])[H])(C([H])([H])[H])[H])(C3([H])C->1([H])=C->2(C(c1c([H])c([H])c([H])c([H])c1[H])(c1c([H])c([H])c([H])c([H])c1[H])[H])c1c([H])c([H])c([H])c([H])c13)<-[C-]#[O+]
ABOBIE,0,ok,0.0273,30,1,,[Pt+2]12(Cl)<-S=C(N=N->1C(=C1N2C(C([H])([H])[H])=C([H])C([H])=C1[H])[H])N([H])C([H])([H])C([H])([H])[H]
ABUTOH,0,ok,0.2516,45,1,,[Zr+4]12345678(<-P(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])(<-C9([H])=C->1([H])C2([H])C->3([H])=C->49[H])(<-C1([H])=C->5([H])C6([H])C7([H])C(C([H])([H])[H])(C([H])([H])[H])C81[H])<-[C-]#[O+]
ACEGAT,0,ok,0.0970,63,1,,[Au+](<-n1c(-c2c([H])c([H])c([H])c([H])c2[H])c([H])c2n3c([H])c([H])c([H])c([H])c3c3c(c1-2)c([H])c([H])c([H])c3[H])C#Cc1c([H])c([H])c(N=Nc2c([H])c([H])c([H])c([H])c2[H])c([H])c1[H]
ACITEO,0,ok,0.0889,79,1,,[Cd+2]12(<-n3c([H])c([H])c([H])c(-c4nnc(-c5c([H])c([H])c([H])nc5[H])n4N([H])[H])c3[H])(<-n3c(S1)n([H])c(=S)n([H])c3=S)(<-n1c([H])c([H])c([H])c(-c3nnc(-c4c([H])c([H])c([H])nc4[H])n3N([H])[H])c1[H])<-n1c(S2)n([H])c(=S)n([H])c1=S
ACORAM,0,ok,0.0989,77,1,,[Re+](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#[N+]C([H])([H])C([H])([H])C([H])([H])C(N1C([H])([H])C([H])([H])N(c2c([H])c([H])c([H])c([H])c2OC([H])([H])[H])C([H])([H])C1([H])[H])([H])[H].S=c1n([B-](n2c(=S)n(C([H])([H])[H])c([H])c2[H])([H])[H])c([H])c([H])n1C([H])([H])[H]
ACPIRE,0,ok,0.0337,33,1,,[Re+3](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(=C(N(c1c([H])c([H])c([H])c([H])c1[H])[H])C([H])([H])[H])C(=O)C([H])([H])[H]
ACUGIP,0,ok,0.0658,61,1,,c1([H])c([H])c([H])c([H])c2-c3n4->[La+3]56(<-n12)(<-n1c(-c4nc(-c2c([H])c([H])c([H])c([H])n2)n3)c([H])c([H])c([H])c1[H])(O[N+]([O-])=O)(<-O(C([H])([H])[H])[H])(<-O(C([H])([H])[H])[H])(O[N+](=O)O5)O[N+](=O)O6
