IDs,charge,status,ilp_seconds,n_atoms,rdkit_parse_ok,error,smiles_ilp
ABARAX,0,ok,0.1075,82,1,,[Y+3]12345<-N(=C(C([H])([H])[H])P(=O)(OC([H])([H])[H])O1)C([H])([H])C([H])([H])N1C([H])([H])C([H])([H])N(C([H])([H])C([H])([H])N(C([H])([H])C1([H])[H])C([H])([H])C([H])([H])N->2=C(C([H])([H])[H])P(=O)(OC([H])([H])[H])O3)C([H])([H])C([H])([H])N->4=C(C([H])([H])[H])P(=O)(OC([H])([H])[H])O5
ABAZIP,0,ok,0.0757,72,1,,c12O[Ir+3]34(c5c(-c6c([H])c([H])c([H])c([H])n->36)c(F)c([H])c(F)c5[H])(c3c(-c5c([H])c([H])c([H])c([H])n->45)c(F)c([H])c(F)c3[H])<-N(=C(c1c([H])c([H])c([H])c2[H])[H])C([H])(c1c([H])c([H])c([H])c([H])c1[H])C([H])([H])[H]
ABERIK,0,ok,0.0560,64,1,,c12=N(c3c(C([H])([H])[H])c([H])c(C([H])([H])[H])c([H])c3C([H])([H])[H])->[Ti+4](n1c(-c1c(C([H])([H])[H])c([H])c(C([H])([H])[H])c([H])c1C([H])([H])[H])c([H])c([H])c2[H])(<-N(C([H])([H])[H])(C([H])([H])[H])[H])(Cl)(Cl)Cl
ABIQOR,0,ok,0.0618,84,1,,[Ti+4]1(=Nc2c(C(C([H])([H])[H])(C([H])([H])[H])[H])c([H])c([H])c([H])c2C(C([H])([H])[H])(C([H])([H])[H])[H])(<-N2(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])N(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])N->1(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C2([H])[H])(Cl)Cl
ABOXOH,0,ok,0.1642,72,1,,[W+2]12(Cl)(<-n3n([B-](n4n->1c(C([H])([H])[H])c([H])c4C([H])([H])[H])(n1n->2c(C([H])([H])[H])c([H])c1C([H])([H])[H])[H])c(C([H])([H])[H])c([H])c3C([H])([H])[H])(<-C([Se]C(C([H])([H])[H])(C([H])([H])[H])[H])#Cc1c([H])c([H])c([H])c([H])c1[H])<-[C-]#[O+]
ACAZFE,0,ok,0.0262,26,1,,[C-](->[Fe]123(<-[C-]#[O+])(<-[C-]#[O+])<-C4([H])=C->1([H])C->2([H])=C->3([H])N([H])C([H])=C4C(C([H])([H])[H])=O)#[O+]
ACILAZ,0,ok,0.0475,48,1,,[Mo+6]12(<-N(=C([H])c3c(c([H])c([H])c([H])c3[H])O1)C1([H])OC3([H])C([H])(C([H])(O[H])C1([H])O2)OC([H])(C([H])([H])[H])OC3([H])[H])(=O)=O.O([H])C([H])([H])[H]
ACOBEA,0,ok,0.0772,71,1,,[Pd]12(<-N(C(=O)OC([H])([H])C([H])([H])[H])=N->1C(=O)OC([H])([H])C([H])([H])[H])<-n1c(C([H])([H])[H])c([H])c(-c3c([H])c([H])c([H])c([H])c3[H])c3c([H])c([H])c4c(-c5c([H])c([H])c([H])c([H])c5[H])c([H])c(C([H])([H])[H])n->2c4c13
ACOWUM,0,ok,0.0822,75,1,,[Pd+2](<-[As](c1c([H])c([H])c([H])c([H])c1[H])(c1c([H])c([H])c([H])c([H])c1[H])c1c([H])c([H])c([H])c([H])c1[H])(<-N(=O)[O-])(<-[As](c1c([H])c([H])c([H])c([H])c1[H])(c1c([H])c([H])c([H])c([H])c1[H])c1c([H])c([H])c([H])c([H])c1[H])<-N(=O)[O-]
ACUFOW,0,ok,0.0327,28,1,,[Hg+2]1(I)(I)<-n2c(-c3n->1c1nc([H])c([H])c([H])c1c([H])c3[H])c([H])c([H])c([H])c2[H]
ACUROI,1,ok,0.0598,57,1,,[Ir+3]123(<-n4c(-c5n->1c([H])c([H])n5C([H])([H])[H])n(C([H])([H])[H])c([H])c4[H])(<-n1c(-c4sc([H])c([H])c42)c([H])c([H])c([H])c1[H])<-n1c(-c2sc([H])c([H])c23)c([H])c([H])c([H])c1[H]
ACUYOP,0,ok,0.0398,41,1,,[V+5]12(<-N(=C([H])c3c([H])c([H])c([H])c([H])c3O1)N=C(c1c(F)c(F)c(F)c(F)c1F)O2)(OC([H])([H])[H])=O.C([H])([H])([H])O[H]
ADEMII,0,ok,0.0629,76,1,,[Fe+2]12([H])(<-P(C([H])([H])C(N1C([H])([H])C(P->2(C(C([H])([H])[H])([H])C([H])([H])[H])C(C([H])([H])[H])([H])C([H])([H])[H])([H])[H])([H])[H])(C(C([H])([H])[H])([H])C([H])([H])[H])C(C([H])([H])[H])([H])C([H])([H])[H])<-[C-]#[N+]c1c(C([H])([H])[H])c([H])c([H])c([H])c1C([H])([H])[H]
ADEZUE,0,ok,0.2359,34,1,,[Re+5]123(Cl)(Cl)(<-C4(C([H])([H])[H])=C->1(C(C([H])([H])[H])([H])[H])C(C([H])([H])[H])=C(C([H])([H])[H])C24C([H])([H])[H])SSS3
ADOBUT,0,ok,0.0192,26,1,,[W](<-P([H])([H])[B-]([S+](C([H])([H])[H])C([H])([H])[H])([H])[H])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#[O+]
ADOLOU,0,ok,0.1007,81,1,,[Zn+2]123(<-S=C(S1)N(C(C(C(C([H])([H])[H])([H])[H])([H])[H])([H])[H])C(C(C(C([H])([H])[H])([H])[H])([H])[H])([H])[H])(<-n1c([H])c([H])c([H])c([H])c1-c1n->2c([H])c([H])c([H])c1[H])SC(=S->3)N(C(C(C(C([H])([H])[H])([H])[H])([H])[H])([H])[H])C(C(C(C([H])([H])[H])([H])[H])([H])[H])([H])[H]
ADUROJ,0,ok,0.0387,52,1,,C1(=C2(C(=C(S(=O)(=O)[Ir+]<-1<-2(<-P(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])(<-P(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])<-P(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])[H])[H])[H])([H])[H]
AFAVEI,0,ok,0.0472,41,1,,[Ru+2]1(<-N#[O+])(<-N(C([H])([H])[H])(C([H])([H])[H])C(C([H])([H])N->1(C([H])([H])[H])C([H])([H])[H])([H])[H])(<-N(=O)[O-])(<-N([O-])=O)OC([H])([H])C([H])([H])[H]
AFIGIF,0,ok,0.0642,69,1,,[Nb+3]123(Cl)(<-n4n([B-](n5n->1c(C([H])([H])[H])c([H])c5C([H])([H])[H])(n1n->2c(C([H])([H])[H])c([H])c1C([H])([H])[H])[H])c(C([H])([H])[H])c([H])c4C([H])([H])[H])(C(C([H])([H])[H])(C(C([H])([H])[H])([H])[H]->3)[H])<-C(C([H])([H])[H])#CC([H])([H])[H]
AFIZEV,0,ok,0.0453,60,1,,[W+6](<-O(C([H])([H])C(OC([H])([H])[H])([H])[H])C([H])([H])[H])(OC(C([H])([H])[H])(C(F)(F)F)C(F)(F)F)(OC(C([H])([H])[H])(C(F)(F)F)C(F)(F)F)(OC(C([H])([H])[H])(C(F)(F)F)C(F)(F)F)#N
AFOYUP,0,ok,0.5950,81,1,,[Y+3]12345678(<-O=P(N(C([H])([H])[H])C([H])([H])[H])(N(C([H])([H])[H])C([H])([H])[H])N(C([H])([H])[H])C([H])([H])[H])(Cl)(<-C9(C([H])([H])[H])=C->1(C([H])([H])[H])C2(C([H])([H])[H])C->3(C([H])([H])[H])=C->49C([H])([H])[H])C1(C([H])([H])[H])C->5(C([H])([H])[H])=C->6(C([H])([H])[H])C->7(C([H])([H])[H])=C->81C([H])([H])[H]
AFUREB,1,ok,0.0812,74,1,,[Ag+]12345<-O6c7c(c([H])c([H])c([H])c7[H])C([H])([H])N->1(C([H])([H])C([H])([H])C#N->2)C([H])([H])C([H])([H])N->3(C([H])([H])C(C#N)([H])[H])C([H])([H])C([H])([H])N->4(C([H])([H])C([H])([H])C#N)C([H])([H])c1c(c([H])c([H])c([H])c1[H])O->5C([H])([H])C6([H])[H]
