IDs,charge,status,ilp_seconds,n_atoms,rdkit_parse_ok,error,smiles_ilp
ABAYUA,0,ok,0.0761,72,1,,c12O[Ir+3]34(c5c(-c6c([H])c([H])c([H])c([H])n->36)c(F)c([H])c(F)c5[H])(c3c(-c5c([H])c([H])c([H])c([H])n->45)c(F)c([H])c(F)c3[H])<-N(=C(c1c([H])c([H])c([H])c2[H])[H])C([H])(c1c([H])c([H])c([H])c([H])c1[H])C([H])([H])[H]
ABENIH,0,ok,0.0658,70,1,,N(S(=O)(=O)c1c([H])c([H])c(F)c([H])c1[H])(S(=O)(=O)c1c([H])c([H])c(F)c([H])c1[H])[Ag+](<-n1c(C([H])([H])[H])c([H])c(C([H])([H])[H])c([H])c1C([H])([H])[H])<-n1c(C([H])([H])[H])c([H])c(C([H])([H])[H])c([H])c1C([H])([H])[H]
ABIKOM,0,ok,0.0180,21,1,,[Mo+6](Cl)(Cl)(=O)=O.S(C([H])([H])C(SC([H])([H])[H])([H])[H])C([H])([H])[H]
ABOTNI,0,ok,0.0397,43,1,,c12c(c([H])c([H])c([H])c1[H])O1->[Ni+2]34(I)(<-N(=C2[H])C([H])([H])C([H])([H])O->3c2c(c([H])c([H])c([H])c2[H])C([H])=N->4C([H])([H])C1([H])[H])I
ACAQOK,0,ok,0.0298,38,1,,[Cd+2]12345(<-O=C(O[H])C(N->1(C([H])([H])C(=O)O2)C([H])([H])C([H])([H])N->3(C(C(=O->4)O[H])([H])[H])C([H])([H])C(=O)O5)([H])[H])<-O([H])[H]
ACIFEA,1,ok,0.0345,34,1,,[Zn+2]12(<-n3c(-c4n->1c([H])c([H])c([H])c4[H])c([H])c([H])c([H])c3[H])(<-O([H])[H])(<-O([H])[H])O[N+](=O)O2.O([H])[H]
ACIZAQ,0,ok,0.0397,54,1,,[Ir+3]1(<-S(C(C(C(N(C(C(C(N2C([H])([H])C([H])([H])OC([H])([H])C2([H])[H])([H])[H])([H])[H])([H])[H])C([H])([H])[H])([H])[H])([H])[H])([H])[H])C([H])([H])c2c([H])c([H])c([H])c([H])c21)(Cl)[H]
ACOWAS,0,ok,0.0398,51,1,,[Ni+2](<-P(C([H])([H])C([H])([H])[H])(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])(<-N([O-])=O)(<-P(C([H])([H])C([H])([H])[H])(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])<-N([O-])=O
ACUDOT,0,ok,0.0327,33,1,,[Cd+2]12(Br)(Br)<-O=C(N(N->1=C(c1n->2c([H])c([H])c([H])c1[H])C([H])([H])[H])[H])c1nc([H])c([H])c([H])c1[H]
ACUJUG,0,ok,0.0566,49,1,,[V+3]12(=O)(Oc3c([H])c([H])c([H])c4c([H])c([H])c([H])nc34)<-O=C(c3c([H])c([H])c([H])c([H])c3N([H])[H])N=N->1C(=C(C(C([H])([H])[H])=O->2)[H])C([H])([H])[H]
