IDs,charge,status,ilp_seconds,n_atoms,rdkit_parse_ok,error,smiles_ilp
ABARUT,0,ok,0.0510,46,1,,[Cd+2]12(<-O([H])[H])(<-n3c([H])c([H])c([H])c([H])c3C(=N->1C([H])([H])C(N->21C([H])([H])C([H])([H])OC([H])([H])C1([H])[H])([H])[H])C([H])([H])[H])(=N[N+]#N)=N[N+]#N
ABAZOU,0,ok,0.1029,38,1,,[Ir+3]12345(I)(<-C6N(C([H])([H])[H])C([H])=C([H])N6C([H])(C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C16C->2([H])=C->3([H])C->4([H])=C->56[H])I
ABETIK,0,ok,0.3813,72,1,,[Zr+4]123456789%10(<-C%11([H])=C->1([H])C2([H])C->3([H])=C->4%11[Si](C([H])([H])[H])(C([H])([H])[H])C->51=C->6([H])C7([H])C->8([H])=C->91[H])C([H])([H])C([H])=C([H])C([H])([H])[B-](c1c(F)c(F)c(F)c(F)c1F)(c1c(F)c(F)c(F)c(F)c1F)c1c(c(F)c(F)c(F)c1F)[F+]%10
ABIQUX,0,ok,0.0607,67,1,,[Ti+4]1(=NC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])(<-N2(C([H])([H])[H])C([H])([H])N(C([H])([H])[H])C([H])([H])N->1(C([H])([H])[H])C2([H])[H])(C(c1c([H])c([H])c([H])c([H])c1[H])([H])[H])C(c1c([H])c([H])c([H])c([H])c1[H])([H])[H]
ABUDOS,0,ok,0.0318,31,1,,[Cu+]1(<-n2c([H])c([H])c([H])c([H])c2-c2n1c(C(F)(F)F)c([H])c2C(F)(F)F)<-N#CC([H])([H])[H]
ACEDUH,0,ok,0.1555,47,1,,[Mn+]1234(<-C5(c6c(F)c(F)c(F)c(F)c6F)=C->1(c1c(F)c(F)c(F)c(F)c1F)C2([H])C->3(c1c(F)c(F)c(F)c(F)c1F)=C->45[H])(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#[O+]
ACILIH,-1,ok,0.0383,42,1,,[V+5]12(<-N(=C([H])c3c(c([H])c([H])c([H])c3[H])O1)C1([H])OC3([H])C([H])([H])OC([H])(C([H])([H])[H])OC3([H])C([H])(O[H])C1([H])O2)(=O)=O
ACOJUX,0,ok,0.0615,55,1,,[Ti+2]1234(<-S=S->1)(<-n1n([B-]([H])(n5n->2c([H])c([H])c5[H])n2n->3c([H])c([H])c2[H])c([H])c([H])c1[H])<-n1n([B-]([H])(n2nc([H])c([H])c2[H])n2n->4c([H])c([H])c2[H])c([H])c([H])c1[H]
ACOXEX,0,ok,0.0753,75,1,,[Pt+2](<-P(c1c([H])c([H])c([H])c([H])c1[H])(c1c([H])c([H])c([H])c([H])c1[H])c1c([H])c([H])c([H])c([H])c1[H])(<-N(=O)[O-])(<-P(c1c([H])c([H])c([H])c([H])c1[H])(c1c([H])c([H])c([H])c([H])c1[H])c1c([H])c([H])c([H])c([H])c1[H])<-N(=O)[O-]
ACUGAJ,0,ok,0.0665,30,1,,[Hg+2](<-n1c(-c2nc([H])c([H])c([H])c2[H])c([H])c([H])c2c1nc([H])c([H])c2[H])(C#N)C#N
ACURUM,0,ok,0.0569,56,1,,[Re+]1(<-n2c([H])c([H])c(C([H])([H])[H])c([H])c2-c2n->1c([H])c([H])c(C([H])([H])[H])c2[H])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])OC(=O)C([H])(C([H])([H])C([H])([H])[H])c1c([H])c([H])c([H])c([H])c1[H]
ACUYUU,0,ok,0.0619,69,1,,[Cu+](Cl)<-[c-]1n(-c2c(C(C([H])([H])[H])(C([H])([H])[H])[H])c([H])c([H])c([H])c2C(C([H])([H])[H])(C([H])([H])[H])[H])n[n+](C([H])([H])[H])c1-c1c(C(C([H])([H])[H])(C([H])([H])[H])[H])c([H])c([H])c([H])c1C(C([H])([H])[H])(C([H])([H])[H])[H]
ADEQUX,0,ok,0.0718,60,1,,[Cd+2]12(<-n3c4c([H])c([H])c([H])c([H])c4n(-c4c([H])c([H])c([H])c([H])c4[H])c3-c3c([H])c([H])c([H])c(-c4n->1c1c(n4-c4c([H])c([H])c([H])c([H])c4[H])c([H])c([H])c([H])c1[H])n->23)(Cl)Cl
ADIBUL,0,ok,0.1047,64,1,,[Pt+4]1(=P(N(c2n->1c([H])c([H])c([H])c2[H])C(P(=O)(c1c([H])c([H])c([H])c([H])c1[H])c1c([H])c([H])c([H])c([H])c1[H])([H])[H])(c1c([H])c([H])c([H])c([H])c1[H])c1c([H])c([H])c([H])c([H])c1[H])(Cl)Cl
ADOCAA,0,ok,0.0413,60,1,,[W](<-P([B-]([P+]([Si](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])([Si](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])[B-]([N+](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])([H])[H])([H])[H])([H])[H])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#[O+]
ADUMAP,0,ok,0.0762,71,1,,C([H])([H])([H])[Pt+4]1(C([H])([H])[H])(c2c(C(=N->1C([H])([H])c1c([H])c([H])c(Br)c([H])c1[H])[H])c(F)c(F)c(F)c2F)F.c1(P(c2c([H])c([H])c([H])c([H])c2[H])c2c([H])c([H])c([H])c([H])c2[H])c([H])c([H])c([H])c([H])c1[H]
ADUZUU,1,ok,0.1650,84,1,,[Ir+5]12345(<-P(c6c([H])c([H])c([H])c([H])c6[H])(c6c([H])c([H])c([H])c([H])c6[H])c6c(OC([H])([H])[H])c([H])c([H])c([H])c6O1)(<-C1(C([H])([H])[H])=C->2(C([H])([H])[H])C->3(C([H])([H])[H])=C->4(C([H])([H])[H])C51C([H])([H])[H])=C(OC([H])([H])[H])C(c1c([H])c([H])c([H])c([H])c1[H])([H])[H]
AFAVOV,0,ok,0.0555,55,1,,[Cd+2]123(Br)(Br)<-n4c(C([H])=N->1N=C(C(=NN->2=C([H])c1n->3c([H])c([H])c([H])c1[H])c1c([H])c([H])c([H])c([H])c1[H])c1c([H])c([H])c([H])c([H])c1[H])c([H])c([H])c([H])c4[H]
AFIGOL,0,ok,0.1066,66,1,,[Mo+2]1234(<-n5n([B-](n6n->1c([H])c([H])c6[H])(n1n->2c([H])c([H])c1[H])[H])c([H])c([H])c5[H])(C1([H])OC2([H])C(=C([H])C([H])([H])C([H])([H])C2(C(=O)[H])C(C(C(C([H])([H])[H])([H])[H])([H])[H])([H])[H])C->3([H])=C->41[H])(<-[C-]#[O+])<-[C-]#[O+]
AFOMAK,0,ok,0.0880,48,1,,[Ni+2]123(<-n4c(-c5n->1c([H])c([H])c([H])c5[H])c([H])c([H])c([H])c4[H])<-N(=C(C([H])([H])[H])C(=O)O2)N=C(c1c([H])c([H])c([H])c([H])c1O[H])O3.O([H])[H]
